Well,Date,Time,Mud Wt. In (ppg),Mud Wt. Out  (ppg),Temp Out deg °F,Funnel Viscosity ,Fann 600 rpm,Fann 300 rpm,Fann 200 rpm,Fann 100 rpm,Fann 6 rpm,Fann 3 rpm,Plastic Viscosity (lb/100ft²),Yield Point (lb/100ft²),Gel 10Sec (lb/100ft²),Gel 10min (lb/100ft²),n,K,API Fluid Loss (ml),Cake mm,pH,Pm,Pf,Mf,Chloride mg/l,Ca+ mg/l,NaO mg/l,KCl ppb,K+ mg/l,HTHP Water(ml) ,HTHP (Cake mm),Water % ,Retort Solids  % ,Corrected Solids %,Oil%,Sand %,Solids ASG,LGS %,HGS % ,MBT
,2/2/2015,8:00HRS,9.1,9.1,,65,62,45,32,25,17,13,17,28,10,17,0.5,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,,16:00HRS,9.1,9.1,,70,63,46,33,25,16,13,17,29,11,17,0.5,1.4,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2.1,0.2,2.3,2,TRACE,11
,,24:00HRS,9.1,9.1,,65,62,45,32,25,17,13,17,28,10,17,0.5,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,2/3/2015,8:00HRS,9.1,9.1,,58,56,41,32,25,17,13,15,26,10,17,0.4,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,,16:00HRS,9.1,9.1,,58,56,41,32,25,17,13,15,26,10,17,0.4,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,,24:00HRS,9.1,9.1,,58,56,41,32,25,17,13,15,26,10,17,0.4,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,2/4/2015,8:00HRS,9.1,9.1,,58,56,41,32,25,17,13,15,26,10,17,0.4,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,,16:00HRS,9.1,9.1,,39,37,26,19,12,6,4,11,15,5,12,0.5,0.6,6,1,8.5,,0.6,0.7,,240,,38,57000,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,,24:00HRS,9.1,9.1,,39,37,26,19,12,6,4,11,15,5,12,0.5,0.6,6,1,8.5,,0.6,0.7,,240,,38,57000,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
OBEN - 53,8/26/2022,8:00HRS,8.6,8.6,,84,61,47,38,28,18,17,14,33,16,24,0.4,,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,,16:00HRS,8.6,8.6,,84,61,47,38,28,18,17,14,33,16,24,0.4,2.3,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,,24:00HRS,8.6,8.6,,84,61,47,38,28,18,17,14,33,16,24,0.4,2.3,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,8/27/2022,8:00HRS,8.7,8.7,,81,66,50,41,30,18,17,16,34,15,23,0.4,2.3,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,,16:00HRS,8.7,8.7,,87,70,52,41,32,18,17,18,34,15,22,0.4,1.8,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,,24:00HRS,8.7,8.7,,83,65,48,39,28,17,16,17,31,14,22,0.4,1.6,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,8/28/2022,8:00HRS,8.7,8.7,,81,69,50,38,29,18,17,19,31,13,20,0.5,,9,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,,16:00HRS,8.7,8.7,,89,74,53,41,31,19,18,21,32,13,20,0.5,1.3,8,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,,24:00HRS,8.7,8.7,,86,72,51,39,30,17,16,21,30,13,20,0.5,1.2,8,,9,,,,400,250,,,,,,97,3,0.8,,,,,,18
,8/31/2022,8:00HRS,9.2,9.2,,83,72,52,41,31,18,16,20,32,12,28,0.5,,5,,9,,,,48000,250,,35,52500,,,97,3,0.8,,,,,,5
,,16:00HRS,9.2,9.2,,83,72,52,41,31,18,16,20,32,12,28,0.5,,5,,9,,,,48000,250,,35,52500,,,97,3,,,0.7,,,,5
,,24:00HRS,9.2,9.2,,83,72,52,41,31,18,16,20,32,12,28,0.5,,5,,9,,,,48000,250,,35,52500,,,97,3,,,0.7,,,,5
,9/1/2022,8:00HRS,9.2,9.2,,83,72,52,41,31,18,16,20,32,12,,0.5,1.4,5,,9,,,,48000,250,,35,52500,,,97,3,0.8,,,,,,5
,,16:00HRS,9.2,9.2,,83,72,52,41,31,18,16,20,32,12,28,0.5,1.4,5,,9,,,,48000,250,,35,52500,,,97,3,,,0.7,,,,5
,,24:00HRS,9.2,9.2,,83,72,52,41,31,18,16,20,32,12,28,0.5,1.4,5,,9,,,,48000,250,,35,52500,,,97,3,,,0.7,,,,5
,9/2/2022,8:00HRS,9.3,9.3,,68,60,43,32,24,17,15,17,26,11,22,0.5,1.1,6,,9,,,,46000,250,,34,51000,,,97,3,,,0.8,,4.5,,5
,,16:00HRS,9.5,9.5,,70,63,46,34,39,18,16,17,29,11,24,0.5,1.4,5,,9,,,,48000,250,,35,52500,,,97,3,,,0.8,,4.5,,5
,,24:00HRS,9.5,9.5,,67,60,44,33,26,17,16,16,28,12,28,0.4,1.4,5,,9,,,,46000,250,,37,55500,,,97,3,,,0.7,,4.5,,5
,9/3/2022,8:00HRS,9.8,9.8,128,64,59,44,33,26,17,16,15,29,11,24,0.4,1.6,5,,9,,,,51000,250,,37,55500,,,97,3,,,0.8,,4.5,,5
,,16:00HRS,9.8,9.8,140,65,60,46,35,25,18,16,14,32,11,24,0.4,2.2,5,,9,,,,51000,250,,37,55500,,,97,3,,,0.8,,4.5,,5
,,24:00HRS,9.8,9.8,141,62,57,43,30,23,17,16,14,29,12,28,0.4,1.7,5,,9,,,,51000,250,,37,55500,,,97,3,,,0.7,,4.5,,5
,9/4/2022,8:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,12,28,0.5,1.4,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,16:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,12,28,0.5,1.4,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,24:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,12,28,0.5,1.4,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,9/5/2022,8:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,12,28,0.5,1.4,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,16:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,12,28,0.5,1.4,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,24:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,12,28,0.5,1.4,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,9/6/2022,8:00HRS,9.85,,,70,63,46,34,38,17,16,17,29,,,0.5,,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,16:00HRS,9.85,,,59,51,33,25,19,6,5,18,15,7,14,0.6,0.3,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,24:00HRS,9.85,,,59,51,33,25,19,6,5,18,15,7,14,0.6,0.3,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,9/7/2022,8:00HRS,9.85,,,59,51,33,25,19,6,5,18,15,,,0.6,0.3,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,16:00HRS,9.85,,,59,51,33,25,19,6,5,18,15,7,14,0.6,0.3,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
,,24:00HRS,9.85,,,59,51,33,25,19,6,5,18,15,7,14,0.6,0.3,4.5,,9,,,,59000,250,,40.2,60300,,,96.5,3,,0.5,0.7,,4.5,,5
UGHELLI EAST - 35,1/17/2019,8:00HRS,8.9,8.9,,120,83,62,57,38,14,12,21,41,12,25,0.4,,10,1,9.5,,,,,250,,,,,,98,2,4.8,,TRACE,2.5,5,,25
,,16:00HRS,8.9,8.9,,120,81,60,54,36,14,12,21,39,12,24,0.4,2.1,9,1,9.5,,,,,250,,,,,,98,2,4.8,,TRACE,2.5,5,,25
,,24:00HRS,8.9,8.9,,102,66,51,44,33,12,10,15,36,11,22,0.4,2.6,8,1,9,,,,,250,,,,,,98,2,4.8,,0.8,2.5,5,,25
,1/18/2019,8:00HRS,8.7,8.7,,120,83,62,57,38,14,12,21,41,12,25,0.4,,10,1,9.5,,,,,,,,,,,98,2,4.8,,0.8,2.5,5,,25
,,16:00HRS,8.8,8.8,,93,78,57,45,30,14,12,21,36,12,25,0.5,1.7,9,1,9.5,,,,,,,,,,,98,2,4.8,,0.8,2.5,5,,25
,,24:00HRS,8.8,8.8,,90,75,55,46,32,13,11,20,35,11,22,0.4,1.7,7,1,9,,,,30000,,,22,33000,,,98,2,4.8,,0.8,2.5,5,,5
,1/19/2019,8:00HRS,8.8,8.8,110,84,79,57,47,36,13,11,22,35,12,25,0.5,,10,1,9.5,,,,17000,,,14,21000,,,98,2,4.8,,0.8,2.5,5,,5
,,16:00HRS,8.8,8.8,110,82,74,52,41,31,13,12,22,30,12,24,0.5,1.1,9,1,9.5,,,,19000,,,14.5,21750,,,98,2,4.8,,0.8,2.5,5,,5
,,24:00HRS,69,8.8,110,69,65,48,40,31,14,12,17,31,14,28,0.4,1.6,7,1,9.5,,,,23000,,,17.5,26250,,,98,2,4.8,,0.8,2.5,5,,5
,1/20/2019,8:00HRS,8.8,8.8,119,83,85,64,56,45,15,13,21,43,12,26,0.4,,5.5,1,9.5,,,,26000,,,19,28500,,,96,2,4.8,,0.8,2.5,5,,5
,,16:00HRS,8.9,8.9,120,79,82,61,51,43,15,12,21,40,12,26,0.4,2.2,5,1,9.5,,,,29000,,,18,27000,,,96,2,4.8,,0.8,2.5,5,,5
,,24:00HRS,8.9,8.9,120,79,62,47,40,30,12,11,15,32,11,24,0.4,2,5,1,9.5,,,,29000,,,18.5,27750,,,98,2,4.8,,0.8,2.5,5,,5
,1/21/2019,8:00HRS,8.8,8.8,119,83,85,64,56,45,15,13,21,43,12,26,0.4,,5.5,1,9.5,,,,26000,,,19,28500,,,96,2,4.8,2,0.8,2.5,5,,5
,,16:00HRS,8.9,8.9,120,79,82,61,52,43,15,12,21,40,12,25,0.4,2.2,5,1,9.5,,,,29000,,,18,27000,,,96,2,4.8,2,0.8,2.5,5,,5
,,24:00HRS,8.9,8.9,120,79,62,47,40,30,12,11,15,32,11,24,0.4,2,5,1,9.5,,,,29000,,,18.5,27750,,,98,2,4.8,2,0.8,2.5,5,,5
,1/22/2019,8:00HRS,8.8,8.8,119,79,62,47,40,30,12,11,15,32,11,24,0.4,,5.5,1,9.5,,,,29000,,,18.5,27750,,,96,2,4.8,2,0.8,2.5,5,,5
,,16:00HRS,8.9,8.9,120,79,62,47,40,30,12,11,15,32,11,24,0.4,2,5,1,9.5,,,,29000,,,18.5,27750,,,96,2,4.8,2,0.8,2.5,5,,5
,,24:00HRS,8.9,8.9,120,79,62,47,40,30,12,11,15,32,11,24,0.4,2,5,1,9.5,,,,29000,,,18.5,27750,,,98,2,4.8,2,0.8,2.5,5,,5
,1/23/2019,8:00HRS,8.8,8.8,119,79,62,47,40,30,12,11,15,32,11,24,0.4,,5.5,1,9.5,,,,29000,,,18.5,27750,,,96,2,4.8,2,0.8,2.5,5,,5
,,16:00HRS,8.9,8.9,120,79,62,47,40,30,12,11,15,32,11,24,0.4,2,5,1,9.5,,,,29000,,,18.5,27750,,,96,2,4.8,2,0.8,2.5,5,,5
,,24:00HRS,8.9,8.9,120,79,62,47,40,30,12,11,15,32,11,24,0.4,2,5,1,9.5,,,,29000,,,18.5,27750,,,98,2,4.8,2,0.8,2.5,5,,5
UGHELLI EAST - 43,9/8/2023,8:00HRS,8.7,8.7,,65,55,40,32,27,18,15,15,25,10,13,0.5,1.3,10,1,9,,,,,,,,,,,,,,,TRACE,,4,,20
,,16:00HRS,8.7,8.7,,68,57,42,35,29,14,11,15,27,11,15,0.4,1.4,10,1,9,,,,,,,,,,,,,,,TRACE,,4,,15
,,24:00HRS,8.7,8.7,,66,56,41,34,30,16,13,15,26,11,13,0.4,1.3,10,1,9,,,,,,,,,,,,,,,0.4,,4,,15
,9/9/2023,8:00HRS,8.7,8.7,,65,59,44,39,32,15,12,15,29,10,13,0.4,1.6,11,1,9,,,,4000,,,5,7500,,,,,,,0.2,,4,,10
,,16:00HRS,8.8,8.8,,70,60,45,35,29,14,11,15,30,11,12,0.4,1.6,10,1,9,,,,14000,,,10,15000,,,,,,,0.4,,4,,10
,,24:00HRS,8.8,8.8,,67,57,41,34,30,14,13,16,25,11,13,0.5,1.1,10,1,9,,,,18500,,,14,21000,,,,,,,0.6,,4,,10
,9/10/2023,8:00HRS,8.8,8.8,,59,54,41,36,29,14,13,13,28,10,14,0.4,1.8,10,1,9,,,,18500,,,14,21000,,,,,,,0.3,,4,,10
,,16:00HRS,8.8,8.8,,61,60,42,34,25,14,11,18,24,11,15,0.5,0.9,10,1,9,,,,18500,,,14,21000,,,,,,,0.4,,4,,11
,,24:00HRS,8.8,8.8,,66,53,41,34,31,13,13,12,29,10,14,0.4,2.1,9,1,9,,,,18500,,,14,21000,,,,,,,0.2,,4,,13
,9/11/2023,8:00HRS,8.9,8.9,,56,53,41,34,31,13,13,12,29,9,14,0.4,2.1,9,1,9,,,,18500,,,14,21000,,,,,,,0.2,,4,,13
,,16:00HRS,8.9,8.9,,62,60,42,34,25,14,11,18,24,11,15,0.5,0.9,10,1,9,,,,18500,,,14,21000,,,,,,,0.3,,4,,13
,,24:00HRS,9,9,,58,53,41,34,31,13,13,12,29,10,14,0.4,2.1,9,1,9,,,,18500,,,14,21000,,,,,,,0.2,,4,,12
,9/12/2023,8:00HRS,9,9,,64,58,42,33,25,14,12,16,26,11,15,0.5,1.3,9,1,9,,,,18600,,,14,21000,,,,,,,0.3,,4,,11
,,16:00HRS,9,9,,67,60,44,34,25,14,11,16,28,11,15,0.4,1.4,9,1,9,,,,18600,,,14,21000,,,,,,,0.3,,4,,10
,,24:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,18600,,,15,22500,,,,,,,0.2,,4,,10
,9/13/2023,8:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,,16:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,,24:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,9/14/2023,8:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,9,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,,16:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,,24:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,9/15/2023,8:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,9,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,,16:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
,,24:00HRS,9,9,,68,59,43,34,26,15,13,16,27,10,14,0.5,1.3,8,1,9,,,,19800,,,15,22500,,,,,,,0.2,,4,,10
EGBAOMA - 9,3/19/2016,8:00HRS,8.6,,,110,84,70,50,40,25,23,14,56,22,25,0.3,6.9,,,,,,,,,,,,,,,,,,,,,,
,,16:00HRS,8.6,,,110,84,70,50,40,25,23,14,56,22,25,0.3,6.9,,,,,,,,,,,,,,,,,,,,,,
,,24:00HRS,8.6,,,110,84,70,50,40,25,23,14,56,22,25,0.3,6.9,,,,,,,,,,,,,,,,,,,,,,
,3/20/2016,8:00HRS,8.6,,,110,84,70,50,40,25,23,14,56,22,25,0.3,6.9,,,,,,,,,,,,,,,,,,,,,,
,,16:00HRS,8.6,,,110,84,70,50,40,25,23,14,56,22,25,0.3,6.9,,,,,,,,,,,,,,,,,,,,,,
,,24:00HRS,8.6,,,102,70,54,45,40,25,23,16,38,22,25,0.4,2.7,4.5,1,9,,,,,,,,,,,98,2,,,0.9,,,,25
,3/21/2016,8:00HRS,8.6,,,102,70,54,45,40,25,23,16,38,25,29,0.4,2.7,4.5,1,9,,,,,,,,,,,98,2,,,0.9,,,,20
,,16:00HRS,8.6,,,100,69,52,40,40,24,20,17,35,21,26,0.4,2.1,4.5,1,9,,,,,,,,,,,98,2,,,0.9,,,,20
,,24:00HRS,8.6,8.6,,94,68,52,40,40,23,19,16,36,20,24,0.4,2.4,5,1,10,,,,,,,,,,,98,2,,,0.9,,,,20
,3/22/2016,8:00HRS,8.6,8.6,,85,45,35,29,25,15,12,10,25,12,13,0.4,1.9,19,1,8,,,,21000,,,14,21000,,,98,2,,,0.9,,,,15
,,16:00HRS,8.6,8.6,,90,65,50,40,35,23,19,15,35,20,24,0.4,2.4,6,1,9,,,,22500,,,15,22500,,,98,2,,,0.9,,,,12.5
,,24:00HRS,8.6,8.6,,85,60,45,40,30,25,20,15,30,21,23,0.4,1.7,5,1,9,,,,27000,,,18,27000,,,98,2,,,0.9,,,,10
,3/23/2016,8:00HRS,8.8,8.8,110,85,48,38,32,29,21,19,10,28,19,22,0.3,2.4,8,1,9,,,,27000,,,18,27000,,,98,2,,,0.9,,,,10
,,16:00HRS,8.8,8.8,110,90,46,37,30,26,19,17,9,28,19,21,0.3,2.7,5,1,9,,,,27000,,,18,27000,,,98,2,,,0.9,,,,10
,,24:00HRS,8.9,8.9,121,85,50,40,35,30,20,18,10,30,20,25,0.3,2.7,5,1,9,,,,27000,,,18,27000,,,98,2,,,0.9,,,,10
EGBAOMA - 11,1/15/2024,8:00HRS,8.6,,,89,69,54,42,38,19,17,15,39,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,16:00HRS,8.6,,,89,69,54,42,38,19,17,15,39,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,24:00HRS,8.6,,,89,69,54,42,38,19,17,15,39,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,1/16/2024,8:00HRS,8.6,,,89,69,54,42,38,19,17,15,39,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,16:00HRS,8.6,,,89,69,54,42,38,19,17,15,39,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,24:00HRS,8.6,,,89,69,54,42,38,19,17,15,39,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,1/17/2024,8:00HRS,8.7,8.7,,89,70,54,42,38,19,17,16,38,23,50,0.4,3,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,16:00HRS,8.8,8.8,,86,69,52,43,39,19,17,17,35,23,48,0.4,2.1,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,24:00HRS,8.8,8.8,,89,70,53,41,39,18,17,17,36,23,45,0.4,2.2,,,9,,,,,,,,,,,,,,,0.3,,,,25
,1/18/2024,8:00HRS,8.8,8.8,,89,69,53,43,39,19,17,16,37,23,47,0.4,2.1,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,16:00HRS,8.8,8.8,,90,70,52,43,39,18,16,18,34,23,47,0.4,2.1,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,24:00HRS,8.8,8.8,,88,70,53,41,39,19,17,17,36,23,45,0.4,2.2,,,9,,,,,,,,,,,,,,,0.3,,,,25
,1/19/2024,8:00HRS,8.9,8.9,,89,71,54,44,38,19,17,17,37,23,47,0.4,1.9,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,16:00HRS,8.9,8.9,,85,70,52,43,39,17,16,18,34,23,48,0.4,1.8,,,9,,,,,,,,,,,,,,,0.3,,,,25
,,24:00HRS,8.9,8.9,,80,67,49,39,34,17,15,18,31,21,42,0.5,1.5,11,1,9,,,,,,,7,10500,,,,,,,0.3,,,,12
,1/20/2024,8:00HRS,8.9,8.9,,79,67,49,43,34,17,15,18,31,23,48,0.5,1.8,10,1,9,,,,9601,,,7,10500,,,89,11,,,0.2,,3,,10
,,16:00HRS,8.9,8.9,,80,59,45,40,39,17,16,14,31,23,48,0.4,2,8.5,1,9,,,,10150,,,8,12000,,,89,11,,,0.3,,3,,8
,,24:00HRS,9,9,,78,58,44,41,34,17,15,14,30,21,42,0.4,1.9,8.2,1,9,,,,10150,,,8,12000,,,90,10,,,0.2,,3,,7
,1/21/2024,8:00HRS,9.3,9.3,,70,58,46,41,39,18,16,12,34,21,43,0.3,2,8.2,1,8.5,,,,13800,,,10,19250,,,100,,,,0.3,,3,,10
,,16:00HRS,9.4,9.4,,69,59,45,40,39,17,15,14,31,22,40,0.4,2,8.2,1,9,,,,13800,,,10,19250,,,90,10,,2,0.3,,3,,8
,,24:00HRS,9.6,9.6,,68,58,44,41,34,17,15,14,30,21,42,0.4,1.9,8.3,1,9,,,,15504,,,12,24890,,,91,9,,2,0.2,,3,,5
,1/22/2024,8:00HRS,9.6,9.6,,61,61,46,41,36,18,16,15,31,22,43,0.4,0.4,9,1,9,,,,16504,,,13,26833,,,89,8,,3,0.2,,4,,5
,,16:00HRS,9.6,9.6,,69,62,45,40,39,17,15,17,28,22,40,0.5,1.3,9,1,9,,,,16504,,,13,26833,,,89,8,,3,0.2,,4,,5
,,24:00HRS,9.6,9.6,,68,62,45,41,34,17,15,17,28,21,42,0.5,1.3,8.7,1,9,,,,16504,,,13,26833,,,89,8,,3,0.2,,4,,5
,1/23/2024,8:00HRS,9.6,9.6,,69,61,45,40,39,17,15,16,29,22,40,0.4,1.5,8.9,1,9.5,,,,16504,,,13,26833,,,89,8,,3,0.2,,3,,5
,,16:00HRS,9.6,9.6,,69,62,45,40,39,17,15,17,28,22,40,0.5,1.3,8,1,9.5,,,,16504,,,13,26833,,,89,8,,3,0.2,,3,,5
,,24:00HRS,9.6,9.6,,68,62,45,41,34,17,15,17,28,21,42,0.5,1.3,8,1,9.5,,,,16504,,,13,26839,,,89,8,,3,0.2,,3,,5
,1/24/2024,8:00HRS,9.6,9.6,,68,62,45,41,34,17,15,17,28,21,40,0.5,1.3,8,1,9.5,,,,16510,,,13,27100,,,89,8,,3,0.2,,3,,5
,,16:00HRS,9.6,9.6,,69,62,45,40,39,17,15,17,28,22,40,0.5,1.3,8,1,9.5,,,,16510,,,13,27100,,,89,8,,3,0.2,,3,,5
,,24:00HRS,9.6,9.6,,68,62,45,41,34,17,15,17,28,21,40,0.5,1.3,8,1,9.5,,,,16510,,,13,27100,,,89,8,,3,0.2,,3,,5
,1/25/2024,8:00HRS,9.6,9.6,,67,62,45,40,39,17,15,17,28,22,38,0.5,1.3,8,1,9.5,,,,17200,,,15,28300,,,89,8,,3,0.2,,3,,5
,,16:00HRS,9.6,9.6,,69,62,45,40,39,17,15,17,28,22,40,0.5,1.3,8,1,9.5,,,,17200,,,15,28300,,,89,8,,3,0.2,,3,,5
,,24:00HRS,9.8,9.8,,72,65,46,41,34,17,15,19,27,21,42,0.5,1,8.5,1,10,,,,18450,,,17,29900,,,89,8,,3,0.2,,3,,5
,1/26/2024,8:00HRS,9.8,9.8,110,72,65,46,41,34,17,15,19,27,20,41,0.5,,9,1,10,,,,18450,,,17,29900,,,89,8,,3,0.3,,3,,5
,,16:00HRS,9.8,9.8,115,70,62,45,40,39,17,15,17,28,22,40,0.5,1.3,8,1,10,,,,20100,,,18,31200,,,89,8,,3,0.2,,3,,5
,,24:00HRS,9.8,9.8,119,71,66,48,41,34,17,15,18,30,20,41,0.5,1.4,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,1/27/2024,8:00HRS,9.8,9.8,,69,62,45,40,39,17,15,17,28,21,38,0.5,1.3,8,1,10,,,,20100,,,18,31200,,,89,8,,3,0.2,,3,,5
,,16:00HRS,9.8,9.8,,68,62,45,40,39,17,15,17,28,22,40,0.5,1.3,8,1,10,,,,20100,,,18,31200,,,89,8,,3,0.2,,3,,5
,,24:00HRS,10,10,,75,65,46,41,34,17,15,19,27,20,39,0.5,1,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,1/28/2024,8:00HRS,10,10,,75,65,46,41,34,17,16,19,27,21,40,0.5,1,8,1,10,,,,20100,,,18,31200,,,89,8,,3,0.2,,3,,5
,,16:00HRS,10,10,,68,64,48,40,39,18,14,16,32,23,41,0.4,1.8,8,1,10,,,,20100,,,18,31200,,,89,8,,3,0.2,,3,,5
,,24:00HRS,10,10,,73,63,47,39,33,17,15,16,31,20,39,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,1/29/2024,8:00HRS,10,10,,68,64,48,40,39,18,14,16,32,20,41,0.4,1.8,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,16:00HRS,10,10,,68,64,48,40,39,18,14,16,32,20,41,0.4,1.8,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,24:00HRS,10,10,,70,63,47,39,33,17,15,16,31,20,41,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,1/30/2024,8:00HRS,10,10,,69,63,47,40,38,17,14,16,31,19,40,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,16:00HRS,10,10,,69,63,48,40,39,18,14,15,33,20,41,0.4,2.1,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,24:00HRS,10,10,,69,63,47,40,38,17,14,16,31,20,41,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,1/31/2024,8:00HRS,10,10,,68,63,47,40,39,18,14,16,31,20,40,0.4,2.1,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,16:00HRS,10,10,,69,63,48,40,39,18,14,15,33,20,41,0.4,2.1,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,24:00HRS,10,10,,69,63,47,39,33,17,15,16,31,20,41,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,2/1/2024,8:00HRS,10,10,,69,63,48,40,39,18,14,15,33,20,41,0.4,2.1,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,16:00HRS,10,10,,69,63,48,40,39,18,14,15,33,20,41,0.4,2.1,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,,24:00HRS,10,10,,69,63,47,39,33,17,15,16,31,20,41,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
,2/2/2024,8:00HRS,10,,,69,63,47,40,39,17,15,16,31,19,39,0.4,1.7,8,1,10,,,,20100,,,18,31200,,,90,8,,2,0.2,,3,,5
