Well,Date,Time,Mud Wt. In (ppg),Mud Wt. Out  (ppg),Temp Out deg °F,Funnel Viscosity ,Fann 600 rpm,Fann 300 rpm,Fann 200 rpm,Fann 100 rpm,Fann 6 rpm,Fann 3 rpm,Plastic Viscosity (lb/100ft²),Yield Point (lb/100ft²),Gel 10Sec (lb/100ft²),Gel 10min (lb/100ft²),n,K,API Fluid Loss (ml),Cake mm,pH,Pm,Pf,Mf,Chloride mg/l,Ca+ mg/l,NaO mg/l,KCl ppb,K+ mg/l,HTHP Water(ml) ,HTHP (Cake mm),Water % ,Retort Solids  % ,Corrected Solids %,Oil%,Sand %,Solids ASG,LGS %,HGS % ,MBT
,12/12/2014,8:00HRS,8.6,8.6,98,51,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,65000,324,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,,16:00HRS,8.6,8.6,98,51,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,65000,324,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,,24:00HRS,8.6,8.6,98,51,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,65000,324,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,12/13/2014,8:00HRS,8.6,8.6,98,51,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,65000,324,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,,16:00HRS,8.6,8.6,98,51,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,65000,324,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,,24:00HRS,8.6,8.6,98,51,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,65000,324,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,12/14/2014,8:00HRS,8.6,8.6,98,50,46,36,27,19,9,7,10,26,7,11,0.6,0.4,12,2,12,2.1,1.1,1.6,50000,330,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,,16:00HRS,8.6,8.6,98,72,55,39,33,26,15,14,16,26,14,31,0.6,0.4,20,2,11,0.6,0.9,1.2,45000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,,24:00HRS,8.6,8.6,98,73,55,39,33,26,15,14,16,26,14,31,0.6,0.4,20,2,11,0.6,0.9,1.2,45000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,12.5
,12/15/2014,8:00HRS,8.7,8.7,100,86,74,54,43,32,16,15,20,34,15,26,0.3,0.2,15,2,10,0.6,0.8,1.2,33000,320,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,15
,,16:00HRS,8.7,8.7,100,86,74,54,43,32,16,15,20,34,15,26,0.3,0.2,15,2,10,0.6,0.8,1.2,33000,320,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,15
,,24:00HRS,8.7,8.7,100,85,45,34,25,20,13,12,11,23,25,36,0.3,0.2,10,1,11,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,12/16/2014,8:00HRS,8.8,8.8,100,85,45,34,25,20,13,12,11,23,25,36,0.3,0.2,10,1,11,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,,16:00HRS,8.8,8.8,100,85,45,34,25,20,13,12,11,23,25,36,0.3,0.2,10,1,11,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,,24:00HRS,8.8,8.8,100,81,54,42,32,26,12,10,12,30,22,30,0.3,0.2,10,1,11,0.8,1.4,1.5,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,12/17/2014,8:00HRS,8.8,8.8,100,85,45,34,25,20,13,12,11,23,25,36,0.3,0.2,10,1,11,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,,16:00HRS,8.8,8.8,100,81,54,42,32,26,12,10,12,30,22,30,0.3,0.2,10,1,11,0.8,1.4,1.5,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,,24:00HRS,8.8,8.8,100,81,54,42,32,26,12,10,12,30,22,30,0.3,0.2,10,1,11,0.8,1.4,1.5,20000,280,,20,30000,,,97,2,2.3,1,TRACE,2,1.3,0.1,8.8
,12/18/2014,8:00HRS,8.8,8.8,100,81,54,42,32,26,12,10,12,30,22,30,0.3,0.2,10,1,11,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,16:00HRS,8.8,8.8,100,81,54,42,32,26,12,10,12,30,22,30,0.3,0.2,10,1,11,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,24:00HRS,8.8,8.8,100,65,48,37,30,25,11,9,11,26,9,12,0.3,0.2,8.4,1,9,0.8,1,0.6,20000,280,,20,30000,,,97,2,2.3,1,0.6,2,1.3,0.1,8.8
,12/19/2014,8:00HRS,8.8,8.8,95,65,48,37,30,25,11,9,11,26,9,12,0.3,0.2,8.4,1,9,0.8,1,0.6,33000,280,,5,7500,,,97,2,2.3,1,0.6,2,1.3,0.1,8.8
,,16:00HRS,8.8,8.8,95,81,54,42,32,27,10,12,10,30,22,30,0.3,0.2,8.4,1,9,0.8,1,0.6,33000,280,,6,9000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,24:00HRS,9,9.1,95,78,53,41,37,27,14,12,12,29,12,15,0.3,0.2,8,1,9,0.8,1,0.6,33000,280,,7,10500,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,12/20/2014,8:00HRS,9,9,98,73,53,41,39,28,14,12,12,29,12,15,0.6,0.4,8,1,9,0.8,1,0.6,33000,280,,10,15000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,16:00HRS,9,9,98,80,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,24:00HRS,9,9,98,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,12/21/2014,8:00HRS,9,9,98,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,8.8,1,9,0.8,1,0.6,33000,280,,10,15000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,16:00HRS,9,9,98,80,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,,24:00HRS,9,9,98,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,97,2,2.3,1,0.8,2,1.3,0.1,8.8
,12/22/2014,8:00HRS,9,9,98,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,2,2.3,1.5,0.8,2,1.3,0.1,8.8
,,16:00HRS,9,9,98,80,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,2,2.3,1.5,0.8,2,1.3,0.1,8.8
,,24:00HRS,9,9,98,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,2,2.3,1.5,0.8,2,1.3,0.1,8.8
,12/23/2014,8:00HRS,9,9,97,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,2,2.3,1.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,97,80,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,2,2.3,1.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,97,76,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,2,2.3,1.5,0.6,2,1.3,0.1,8.8
,12/24/2014,8:00HRS,9,9,101,63,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,101,60,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,101,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,12/25/2014,8:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,99,60,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,12/26/2014,8:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,99,60,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,12/27/2014,8:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,99,60,54,42,32,27,12,10,12,30,11,20,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,12/28/2014,8:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,7,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,12/29/2014,8:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,16:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
,,24:00HRS,9,9,99,62,57,41,37,29,13,12,16,25,12,19,0.6,0.4,6,1,9,0.8,1,0.6,33000,280,,10,15000,,,96.5,3,2.3,0.5,0.6,2,1.3,0.1,8.8
OROGHO - 7,12/26/2014,8:00HRS,8.8,8.8,101,110,71,50,39,28,19,15,21,29,14,24,0.5,1.1,12,,9.5,,,,20000,250,,25,37500,,,93,6,,1,1,,,,15
,,16:00HRS,9,9,101,120,68,48,36,26,18,14,20,28,13,22,0.5,1.1,12,,9.5,,,,20000,250,,25,37500,,,93,6,,1,0.7,,,,15
,,24:00HRS,8.8,8.8,101,100,61,43,30,21,17,14,18,25,14,19,0.5,0.9,12,,10,,,,20000,250,,25,37500,,,93,6,,1,0.8,,,,15
,12/27/2014,8:00HRS,8.7,8.7,101,103,63,43,34,25,17,14,20,23,13,24,0.6,0.7,11,2,9.5,,,,20000,250,,25,37500,,,94,5,,1,0.7,,,,13
,,16:00HRS,8.8,8.8,98,90,60,43,35,28,15,13,17,26,14,20,0.5,1.1,10,2,9.5,,,,20000,250,,25,37500,,,97,2,,1,0.5,,,,8
,,24:00HRS,8.9,8.9,98,82,61,48,31,24,21,19,13,35,18,23,0.3,2.8,10.5,2,9,,,,25000,250,,14,21000,,,93,6,,1,0.5,,,,8
,12/28/2014,8:00HRS,8.9,8.9,98,100,61,43,31,24,21,19,18,25,18,25,0.5,0.9,10,2,9.5,,,,20000,250,,27,40500,,,96,3,,1,0.6,,,,8
,,16:00HRS,8.9,8.9,98,89,63,40,30,22,18,13,23,17,14,20,0.7,0.3,8,2,9.5,,,,20000,250,,33,49500,,,96,3,,1,0.4,,,,8
,,24:00HRS,8.9,8.9,98,74,65,51,43,34,17,16,14,37,18,27,0.3,2.9,8,2,9.5,,,,20000,250,,37,55500,,,95,4,,1,0.5,,,,8
,12/29/2014,8:00HRS,8.9,8.9,98,80,66,47,43,34,17,16,19,28,15,23,0.5,1.1,7,1,9.5,,,,60000,250,,37.2,55800,,,96,3,,1,0.7,,,,8
,,16:00HRS,9.2,9.2,98,80,63,49,44,35,18,17,14,35,15,23,0.4,2.6,8,1,9.5,,,,60000,250,,28,42000,,,95.2,4,,1.8,0.2,,,,8
,,24:00HRS,9.2,9.2,98,80,63,49,44,35,18,17,14,35,15,23,0.4,2.6,8,1,9.5,,,,60000,250,,28,42000,,,95.2,4,,1.8,0.2,,,,8
,12/30/2014,8:00HRS,9.2,9.2,105,90,63,49,44,35,18,17,14,35,18,24,0.4,2.6,6.5,1,9.5,,,,61000,255,,37,55500,,,94,4,,2,0.2,,,,8
,,16:00HRS,9.3,9.3,105,90,65,48,40,33,18,16,17,31,17,24,0.4,1.6,5.5,1,9.5,,,,61000,255,,32,48000,,,92,6,,2,0.2,,,,8
,,24:00HRS,9.3,9.3,105,90,65,48,40,33,18,16,17,31,17,24,0.4,1.6,6,1,9.5,,,,61000,255,,32,48000,,,92,6,,2,0.2,,,,8
,12/31/2014,8:00HRS,9.5,9.5,105,70,64,46,30,29,18,15,18,28,16,23,0.5,1.2,5.5,1,9.5,,,,61000,255,,32,48000,,,93,5,,2,0.1,,,,8
,,16:00HRS,9.4,9.4,105,75,60,43,31,43,16,14,17,26,15,20,0.5,1.1,5.8,1,9.5,,,,61000,255,,32,48000,,,94,4,,2,0.2,,,,8
,,24:00HRS,9.4,9.4,105,78,59,41,30,29,17,15,18,23,18,24,0.5,0.8,6,1,9.5,,,,61000,255,,32,48000,,,94,4,,2,0.2,,,,8
,1/1/2015,8:00HRS,9.4,9.4,107,65,59,41,30,29,17,15,18,23,16,23,0.5,1.2,6,1,9.5,,,,61000,255,,30,45000,,,93,5,,2,0.1,,,,8
,,16:00HRS,9.4,9.4,107,69,55,40,29,27,17,16,15,25,15,21,0.5,1.2,5.9,1,9.5,,,,61000,255,,30,45000,,,93,5,,2,0.1,,,,8
,,24:00HRS,9.4,9.4,107,70,60,39,28,27,18,15,21,18,18,23,0.6,0.4,6,1,9.5,,,,61000,255,,32,48000,,,93,5,,2,0.1,,,,8
,1/2/2015,8:00HRS,9.5,9.5,106,70,55,40,30,25,17,13,15,25,12,20,0.5,1.2,5.8,1,9,,,,62000,260,,28,42000,,,92,6,,2,0.2,,,,8
,,16:00HRS,9.6,9.6,106,73,57,42,32,26,14,11,15,27,11,19,0.4,1.4,5,1,9,,,,62000,260,,30,45000,,,92,6,,2,0.1,,,,8
,,24:00HRS,9.6,9.6,106,68,63,45,38,27,13,11,18,27,11,18,0.5,1.1,6,1,9,,,,64000,280,,33,49500,,,92,6,,2,0.2,,,,8
,1/3/2015,8:00HRS,9.6,9.6,104,68,63,45,38,27,13,11,18,27,11,18,0.5,1.1,6,1,9,,,,62000,260,,33,49500,,,92,6,,2,0.2,,,,8
,,16:00HRS,9.6,9.6,104,68,63,45,38,27,13,11,18,27,11,18,0.5,1.1,6,1,9,,,,62000,260,,33,49500,,,92,6,,2,0.2,,,,8
,,24:00HRS,9.6,9.6,104,70,60,43,31,28,13,11,17,26,11,18,0.5,1.1,5.8,1,9,,,,62000,260,,32,48000,,,90,6,,4,0.2,,,,8
,1/4/2015,8:00HRS,9.6,9.6,103,75,68,48,34,27,17,13,20,28,14,25,0.5,1.1,5.5,1,9.5,,,,56000,240,,25,37500,,,90,6,,4,0.2,,,,8
,,16:00HRS,9.6,9.6,103,76,63,45,34,28,16,12,18,27,13,21,0.5,1.1,5.5,1,9.5,,,,56000,240,,34,51000,,,90,6,,4,0.3,,,,8
,,24:00HRS,9.6,9.6,103,75,58,42,35,26,15,13,16,26,13,20,0.5,1.1,5.5,1,9.5,,,,56000,240,,34,51000,,,90,6,,4,0.3,,,,8
,1/5/2015,8:00HRS,9.6,9.6,100,76,63,45,34,28,16,12,18,27,13,21,0.5,1.1,5.7,1,9.5,,,,64000,280,,34,51000,,,90,6,,4,0.3,,,,8
,,16:00HRS,9.6,9.6,100,76,63,45,34,28,16,12,18,27,13,21,0.5,1.1,5.5,1,9.5,,,,64000,280,,34,51000,,,90,6,,4,0.3,,,,8
,,24:00HRS,9.6,9.6,100,75,63,45,35,26,15,13,18,27,13,20,0.5,1.1,5.7,1,9.5,,,,64000,280,,34,51000,,,90,6,,4,0.3,,,,8
,12/6/2015,8:00HRS,9.6,9.6,99,76,63,45,34,28,16,12,18,27,13,21,0.5,1.1,5.7,1,9.5,,,,64000,280,,34,51000,,,90,6,,4,0.3,,,,8
,,16:00HRS,9.6,9.6,99,76,63,45,34,28,16,12,18,27,13,21,0.5,1.1,5.7,1,9.5,,,,64000,280,,34,51000,,,90,6,,4,0.3,,,,8
,,24:00HRS,9.6,9.6,99,75,63,45,35,26,15,13,18,27,13,20,0.5,1.1,5.7,1,9.5,,,,64000,280,,34,51000,,,90,6,,4,0.3,,,,8
OKPORHURU - 8,9/8/2014,8:00HRS,8.6,8.6,,94,59,46,45,40,22,13,33,20,20,22,0.4,2.5,7.5,1,9.5,,,,,200,,,,,,97,3,6.2,,TRACE,2,3,,20
,,16:00HRS,8.6,8.6,85,88,60,45,43,39,23,20,15,30,20,22,0.4,1.7,7,1,9.5,,,,,200,,,,,,97,3,6.2,,TRACE,2,3,,20
,,24:00HRS,8.6,8.6,97,86,59,44,42,40,22,20,15,29,20,22,0.4,1.6,6.9,1,9.5,,,,,200,,,,,,97,3,6.2,,TRACE,2,3,,20
,9/9/2014,8:00HRS,8.6,8.6,97,86,58,44,42,40,22,20,14,30,20,22,0.4,1.9,6.9,1,9.5,,,,,200,,7,10500,,,97,3,6.2,,TRACE,2,3,,12.5
,,16:00HRS,8.7,8.7,98,79,59,44,42,40,22,20,15,29,19,20,0.4,1.6,5,1,9.5,,,,,200,,13,19500,,,96.5,3,6.2,0.5,TRACE,2,3,,10
,,24:00HRS,8.7,8.7,98,74,60,46,42,40,22,20,14,32,18,20,0.4,2.2,5,1,9.5,,,,,200,,13,19500,,,96.5,3,6.2,0.5,TRACE,2,3,,10
,9/10/2014,8:00HRS,8.8,8.8,98,74,58,46,42,40,22,20,12,34,18,20,0.3,2.9,5,1,9.5,,,,,200,,18,27000,,,96,3,6.2,1,TRACE,2,3,,10
,,16:00HRS,8.8,8.8,110,70,59,47,42,40,22,20,12,35,17,19,0.3,3.1,5,1,9.5,,,,,200,,25,37500,,,96,3,6.2,1,TRACE,2,3,,10
,,24:00HRS,8.9,8.9,114,72,60,45,42,40,22,20,15,30,19,20,0.4,1.7,4.3,1,9.5,,,,,200,,27,40500,,,95.5,3,6.2,1.5,TRACE,2,3,,10
,9/11/2014,8:00HRS,9,9,114,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,16:00HRS,9,9,,69,60,46,42,40,20,18,14,32,19,20,0.4,2.2,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,24:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,9/12/2014,8:00HRS,9,9,,69,60,46,42,40,20,18,14,32,19,20,0.4,2.2,4.3,1,9.5,,,,45500,200,,33.5,,,,95,3,6.2,2,TRACE,2,3,,10
,,16:00HRS,9,9,,69,60,46,42,40,20,18,14,32,19,20,0.4,2.2,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,24:00HRS,9,9,,69,60,46,42,40,20,18,14,32,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,9/13/2014,8:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,16:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,24:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,9/14/2014,8:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,16:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
,,24:00HRS,9,9,,69,59,47,42,40,20,18,12,35,19,20,0.3,3.1,4.3,1,9.5,,,,45500,200,,33.5,50250,,,95,3,6.2,2,TRACE,2,3,,10
OBEN - 45,1/25/2015,8:00HRS,8.6,8.6,38,89,87,65,55,36,12,9,22,43,11,17,0.4,0.8,7,1,9.5,,,,,240,,,,,,96,3,2.2,1,0.1,2.3,2,1,17.6
,,16:00HRS,8.5,8.5,38,51,45,32,25,20,10,8,13,19,10,15,0.5,0.8,7,1,9.5,,,,,240,,,,,,96,3,2.2,1,0.1,2.25,2,1,17.6
,,24:00HRS,8.6,8.6,38,70,67,48,32,25,13,10,19,29,11,16,0.5,1.2,7,1,9.5,,,,,240,,,,,,96,3,2.2,1,0.1,2.25,2,1,17
,1/26/2015,8:00HRS,8.5,8.5,38,70,67,48,32,25,13,10,19,29,11,16,0.5,1.2,7,1,9.5,,,,,240,,,,,,96,3,2.2,1,0.1,2.25,2,1,17
,,16:00HRS,8.5,8.5,38,51,45,32,25,20,10,8,13,19,10,15,0.5,0.8,7,1,9.5,,,,,240,,,,,,96,3,2.2,1,0.1,2.25,2,1,17.6
,,24:00HRS,8.6,8.6,38,70,68,49,32,25,13,10,19,30,11,16,0.5,1.3,7,1,9.5,,,,,240,,,,,,96,3,2.2,1,0.1,2.3,2,1,17
,1/27/2015,8:00HRS,8.7,8.7,30,77,63,47,33,26,17,14,16,31,11,18,0.4,1.6,7,1,9.5,,0.6,0.65,,240,,,,,,96,3,2.2,1,0.2,2.3,2,1,16.5
,,16:00HRS,8.7,8.7,30,80,60,45,32,25,17,13,15,30,11,17,0.4,1.7,6,1,9.5,,0.6,0.65,,240,,,,,,96,3,2.2,1,0.2,2.25,2,1,16.5
,,24:00HRS,8.7,8.7,38,70,65,48,32,25,17,14,17,31,11,18,0.4,1.6,6,1,9.5,,0.6,0.65,,240,,,,,,96,3,2.2,1,0.2,2.25,2,1,16.5
,1/28/2015,8:00HRS,8.7,8.7,,70,65,48,32,25,17,14,17,31,11,18,0.4,,6,1,10,,0.7,0.8,,240,,,,,,96,4,2.2,,0.2,2.3,2,TRACE,16.5
,,16:00HRS,8.7,8.7,30,65,60,43,32,25,15,11,17,26,11,17,0.5,1.1,7,1,10,,0.7,0.8,,240,,,,,,96,4,2.2,,0.3,2.3,2,TRACE,15
,,24:00HRS,8.7,8.7,30,79,73,52,32,25,17,14,21,31,11,18,0.5,1.3,6,1,9.5,,0.6,0.7,,240,,,,,,96,4,2.2,,0.3,2.3,2,TRACE,14
,1/29/2015,8:00HRS,8.8,8.8,30,60,60,43,32,26,17,14,17,26,12,17,0.5,1.1,6,1,10,,0.7,0.7,,240,,29.4,44100,,,96,4,2.2,,0.3,2.3,2,TRACE,16.5
,,16:00HRS,8.9,8.9,30,65,60,43,32,26,17,14,17,26,12,17,0.5,1.1,5.5,1,10,,0.7,0.8,,240,,29.4,44100,,,96,4,2.2,,0.3,2.3,2,TRACE,15
,,24:00HRS,8.9,8.9,31,79,72,52,44,33,17,14,20,32,11,18,0.5,1.4,4,1,9.5,,0.6,0.7,,240,,37.2,55800,,,96,4,2.2,,0.3,2.3,2,TRACE,14
,1/30/2015,8:00HRS,8.9,8.9,,70,69,50,43,31,16,13,19,32,10,17,0.5,1,3.5,1,10,,0.6,0.7,,240,,39,58500,,,95,4,2.2,1,0.2,2.3,2,TRACE,12
,,16:00HRS,9,9,30,65,59,42,33,25,17,13,17,25,11,17,0.5,1,5,1,10,,0.6,0.7,,240,,39,58500,,,95,4,2.2,1,0.2,2.3,2,TRACE,11
,,24:00HRS,8.9,8.9,31,65,54,40,32,25,17,13,14,26,10,17,0.4,1.4,4,1,10,,0.6,0.7,,240,,39,58500,,,95,4,2.2,1,0.2,2.3,2,TRACE,11
,1/31/2015,8:00HRS,9,9,,69,60,44,32,24,15,10,16,28,10,17,0.4,,4,1,10,,0.6,0.7,,240,,39,58500,,,94,4,2.2,2,0.2,2.3,2,TRACE,11
,,16:00HRS,9,9.1,,70,63,46,33,25,16,13,17,29,11,17,0.5,1.4,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.2,2.3,2,TRACE,11
,,24:00HRS,9.1,9.1,,65,62,45,32,25,17,13,17,28,10,17,0.5,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,2/1/2015,8:00HRS,9.1,9.1,,70,63,46,33,25,16,13,17,29,11,17,0.5,1.4,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
,,16:00HRS,9.1,9.1,,70,63,46,33,25,16,13,17,29,11,17,0.5,1.4,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.2,2.3,2,TRACE,11
,,24:00HRS,9.1,9.1,,65,62,45,32,25,17,13,17,28,10,17,0.5,1.3,4,1,10,,0.6,0.7,,240,,41,61500,,,94,4,2.2,2,0.3,2.3,2,TRACE,10
